year_read,work_id,sentiment,score
2019,316915,joy,3
2019,316915,sadness,1
2019,316915,surprise,0
2019,316915,trust,4
2019,3333881,anger,42
2019,3333881,anticipation,76
2019,3333881,disgust,36
2019,3333881,fear,40
2019,3333881,joy,44
2019,3333881,sadness,49
2019,3333881,surprise,27
2019,3333881,trust,72
2019,345460,anger,17
2019,345460,anticipation,30
2019,345460,disgust,9
2019,345460,fear,30
2019,345460,joy,27
2019,345460,sadness,18
2019,345460,surprise,11
2019,345460,trust,39
2019,41335427,anger,37
2019,41335427,anticipation,29
2019,41335427,disgust,13
2019,41335427,fear,34
2019,41335427,joy,16
2019,41335427,sadness,44
2019,41335427,surprise,22
2019,41335427,trust,28
2019,48253660,anger,19
2019,48253660,anticipation,20
2019,48253660,disgust,8
2019,48253660,fear,21
2019,48253660,joy,17
2019,48253660,sadness,25
2019,48253660,surprise,7
2019,48253660,trust,22
2019,498352,anger,2
2019,498352,anticipation,5
2019,498352,disgust,2
2019,498352,fear,4
2019,498352,joy,4
2019,498352,sadness,6
2019,498352,surprise,1
2019,498352,trust,5
2019,50108451,anger,17
2019,50108451,anticipation,11
2019,50108451,disgust,8
2019,50108451,fear,21
2019,50108451,joy,16
2019,50108451,sadness,14
2019,50108451,surprise,13
2019,50108451,trust,19
2019,50573549,anger,31
2019,50573549,anticipation,36
2019,50573549,disgust,27
2019,50573549,fear,33
2019,50573549,joy,21
2019,50573549,sadness,31
2019,50573549,surprise,16
2019,50573549,trust,45
2019,51953013,anger,0
2019,51953013,anticipation,0
2019,51953013,disgust,0
2019,51953013,fear,1
2019,51953013,joy,0
2019,51953013,sadness,1
2019,51953013,surprise,0
2019,51953013,trust,1
2019,52235042,anger,14
2019,52235042,anticipation,17
2019,52235042,disgust,8
2019,52235042,fear,24
2019,52235042,joy,10
2019,52235042,sadness,14
2019,52235042,surprise,5
2019,52235042,trust,21
2019,54116423,anger,17
2019,54116423,anticipation,25
2019,54116423,disgust,13
2019,54116423,fear,35
2019,54116423,joy,23
2019,54116423,sadness,34
2019,54116423,surprise,15
2019,54116423,trust,35
2019,54315239,anger,1
2019,54315239,anticipation,1
2019,54315239,disgust,0
2019,54315239,fear,2
2019,54315239,joy,2
2019,54315239,sadness,4
2019,54315239,surprise,0
2019,54315239,trust,2
2019,54375969,anger,25
2019,54375969,anticipation,20
2019,54375969,disgust,17
2019,54375969,fear,32
2019,54375969,joy,20
2019,54375969,sadness,26
2019,54375969,surprise,11
2019,54375969,trust,24
2019,55469636,anger,14
2019,55469636,anticipation,37
2019,55469636,disgust,21
2019,55469636,fear,23
2019,55469636,joy,25
2019,55469636,sadness,21
2019,55469636,surprise,11
2019,55469636,trust,39
2019,56024,anger,1
2019,56024,anticipation,6
2019,56024,disgust,1
2019,56024,fear,2
2019,56024,joy,6
2019,56024,sadness,2
2019,56024,surprise,2
2019,56024,trust,3
2019,56404277,anger,11
2019,56404277,anticipation,15
2019,56404277,disgust,10
2019,56404277,fear,21
2019,56404277,joy,11
2019,56404277,sadness,17
2019,56404277,surprise,5
2019,56404277,trust,18
2019,57106746,anger,9
2019,57106746,anticipation,6
2019,57106746,disgust,5
2019,57106746,fear,12
2019,57106746,joy,7
2019,57106746,sadness,8
2019,57106746,surprise,1
2019,57106746,trust,8
2019,58029884,anger,20
2019,58029884,anticipation,45
2019,58029884,disgust,10
2019,58029884,fear,20
2019,58029884,joy,36
2019,58029884,sadness,28
2019,58029884,surprise,26
2019,58029884,trust,41
2019,59180025,anger,1
2019,59180025,anticipation,1
2019,59180025,disgust,0
2019,59180025,fear,0
2019,59180025,joy,1
2019,59180025,sadness,1
2019,59180025,surprise,1
2019,59180025,trust,0
2019,59258,anger,17
2019,59258,anticipation,30
2019,59258,disgust,12
2019,59258,fear,38
2019,59258,joy,39
2019,59258,sadness,15
2019,59258,surprise,13
2019,59258,trust,49
2019,59461956,anger,15
2019,59461956,anticipation,24
2019,59461956,disgust,11
2019,59461956,fear,13
2019,59461956,joy,18
2019,59461956,sadness,14
2019,59461956,surprise,9
2019,59461956,trust,26
2019,60021532,anger,12
2019,60021532,anticipation,48
2019,60021532,disgust,13
2019,60021532,fear,28
2019,60021532,joy,20
2019,60021532,sadness,22
2019,60021532,surprise,16
2019,60021532,trust,29
2019,61191627,anger,2
2019,61191627,anticipation,10
2019,61191627,disgust,0
2019,61191627,fear,10
2019,61191627,joy,7
2019,61191627,sadness,3
2019,61191627,surprise,3
2019,61191627,trust,7
2019,61659555,anger,6
2019,61659555,anticipation,12
2019,61659555,disgust,1
2019,61659555,fear,8
2019,61659555,joy,9
2019,61659555,sadness,7
2019,61659555,surprise,2
2019,61659555,trust,11
2019,62303737,anger,9
2019,62303737,anticipation,15
2019,62303737,disgust,3
2019,62303737,fear,7
2019,62303737,joy,12
2019,62303737,sadness,3
2019,62303737,surprise,6
2019,62303737,trust,19
2019,63632161,anger,24
2019,63632161,anticipation,14
2019,63632161,disgust,20
2019,63632161,fear,24
2019,63632161,joy,17
2019,63632161,sadness,18
2019,63632161,surprise,11
2019,63632161,trust,25
2019,64281827,anger,19
2019,64281827,anticipation,23
2019,64281827,disgust,12
2019,64281827,fear,31
2019,64281827,joy,20
2019,64281827,sadness,30
2019,64281827,surprise,10
2019,64281827,trust,17
2019,64336454,anger,20
2019,64336454,anticipation,31
2019,64336454,disgust,11
2019,64336454,fear,17
2019,64336454,joy,33
2019,64336454,sadness,14
2019,64336454,surprise,20
2019,64336454,trust,50
2019,65814353,anger,3
2019,65814353,anticipation,9
2019,65814353,disgust,2
2019,65814353,fear,5
2019,65814353,joy,7
2019,65814353,sadness,4
2019,65814353,surprise,1
2019,65814353,trust,8
2019,73543685,anger,16
2019,73543685,anticipation,11
2019,73543685,disgust,11
2019,73543685,fear,19
2019,73543685,joy,15
2019,73543685,sadness,13
2019,73543685,surprise,6
2019,73543685,trust,11
2019,817527,anger,26
2019,817527,anticipation,26
2019,817527,disgust,17
2019,817527,fear,30
2019,817527,joy,29
2019,817527,sadness,20
2019,817527,surprise,15
2019,817527,trust,37
2019,879622,anger,28
2019,879622,anticipation,31
2019,879622,disgust,19
2019,879622,fear,37
2019,879622,joy,25
2019,879622,sadness,29
2019,879622,surprise,16
2019,879622,trust,25
2019,888312,anger,17
2019,888312,anticipation,24
2019,888312,disgust,18
2019,888312,fear,20
2019,888312,joy,25
2019,888312,sadness,28
2019,888312,surprise,24
2019,888312,trust,27
2020,1049657,anger,23
2020,1049657,anticipation,21
2020,1049657,disgust,21
2020,1049657,fear,33
2020,1049657,joy,15
2020,1049657,sadness,34
2020,1049657,surprise,10
2020,1049657,trust,26
2020,1135707,anger,9
2020,1135707,anticipation,17
2020,1135707,disgust,9
2020,1135707,fear,8
2020,1135707,joy,8
2020,1135707,sadness,12
2020,1135707,surprise,4
2020,1135707,trust,18
2020,1142,anger,32
2020,1142,anticipation,34
2020,1142,disgust,22
2020,1142,fear,42
2020,1142,joy,35
2020,1142,sadness,43
2020,1142,surprise,17
2020,1142,trust,42
2020,1462706,anger,0
2020,1462706,anticipation,2
2020,1462706,disgust,0
2020,1462706,fear,0
2020,1462706,joy,1
2020,1462706,sadness,0
2020,1462706,surprise,0
2020,1462706,trust,0
2020,148156,anger,0
2020,148156,anticipation,3
2020,148156,disgust,2
2020,148156,fear,0
2020,148156,joy,6
2020,148156,sadness,1
2020,148156,surprise,3
2020,148156,trust,10
2020,15268500,anger,18
2020,15268500,anticipation,26
2020,15268500,disgust,15
2020,15268500,fear,30
2020,15268500,joy,19
2020,15268500,sadness,29
2020,15268500,surprise,13
2020,15268500,trust,20
2020,1536771,anger,29
2020,1536771,anticipation,38
2020,1536771,disgust,26
2020,1536771,fear,40
2020,1536771,joy,31
2020,1536771,sadness,34
2020,1536771,surprise,22
2020,1536771,trust,27
2020,154391,anger,15
2020,154391,anticipation,25
2020,154391,disgust,15
2020,154391,fear,25
2020,154391,joy,23
2020,154391,sadness,16
2020,154391,surprise,11
2020,154391,trust,29
2020,1570229,anger,35
2020,1570229,anticipation,27
2020,1570229,disgust,25
2020,1570229,fear,37
2020,1570229,joy,32
2020,1570229,sadness,34
2020,1570229,surprise,11
2020,1570229,trust,42
2020,19175758,anger,15
2020,19175758,anticipation,37
2020,19175758,disgust,12
2020,19175758,fear,37
2020,19175758,joy,33
2020,19175758,sadness,31
2020,19175758,surprise,13
2020,19175758,trust,47
2020,19249362,anger,22
2020,19249362,anticipation,29
2020,19249362,disgust,34
2020,19249362,fear,49
2020,19249362,joy,13
2020,19249362,sadness,37
2020,19249362,surprise,14
2020,19249362,trust,51
2020,2014747,anger,33
2020,2014747,anticipation,47
2020,2014747,disgust,19
2020,2014747,fear,43
2020,2014747,joy,28
2020,2014747,sadness,34
2020,2014747,surprise,20
2020,2014747,trust,52
2020,249012,anger,40
2020,249012,anticipation,34
2020,249012,disgust,30
2020,249012,fear,62
2020,249012,joy,34
2020,249012,sadness,32
2020,249012,surprise,15
2020,249012,trust,39
2020,25100684,anger,8
2020,25100684,anticipation,17
2020,25100684,disgust,7
2020,25100684,fear,12
2020,25100684,joy,11
2020,25100684,sadness,11
2020,25100684,surprise,8
2020,25100684,trust,30
2020,2963218,anger,24
2020,2963218,anticipation,12
2020,2963218,disgust,8
2020,2963218,fear,19
2020,2963218,joy,13
2020,2963218,sadness,30
2020,2963218,surprise,10
2020,2963218,trust,15
2020,304822,anger,10
2020,304822,anticipation,10
2020,304822,disgust,6
2020,304822,fear,10
2020,304822,joy,12
2020,304822,sadness,6
2020,304822,surprise,7
2020,304822,trust,26
2020,3088578,anger,9
2020,3088578,anticipation,7
2020,3088578,disgust,7
2020,3088578,fear,13
2020,3088578,joy,14
2020,3088578,sadness,12
2020,3088578,surprise,4
2020,3088578,trust,15
2020,3214322,anger,10
2020,3214322,anticipation,24
2020,3214322,disgust,7
2020,3214322,fear,28
2020,3214322,joy,25
2020,3214322,sadness,21
2020,3214322,surprise,9
2020,3214322,trust,48
2020,3215642,anger,38
2020,3215642,anticipation,26
2020,3215642,disgust,32
2020,3215642,fear,36
2020,3215642,joy,37
2020,3215642,sadness,34
2020,3215642,surprise,19
2020,3215642,trust,40
2020,373765,anger,1
2020,373765,anticipation,4
2020,373765,disgust,1
2020,373765,fear,2
2020,373765,joy,5
2020,373765,sadness,1
2020,373765,surprise,2
2020,373765,trust,6
2020,42677666,anger,7
2020,42677666,anticipation,13
2020,42677666,disgust,4
2020,42677666,fear,12
2020,42677666,joy,13
2020,42677666,sadness,7
2020,42677666,surprise,6
2020,42677666,trust,12
2020,42871238,anger,0
2020,42871238,anticipation,1
2020,42871238,disgust,0
2020,42871238,fear,0
2020,42871238,joy,0
2020,42871238,sadness,0
2020,42871238,surprise,0
2020,42871238,trust,1
2020,45092941,anger,8
2020,45092941,anticipation,13
2020,45092941,disgust,11
2020,45092941,fear,22
2020,45092941,joy,17
2020,45092941,sadness,22
2020,45092941,surprise,6
2020,45092941,trust,14
2020,48215793,anger,15
2020,48215793,anticipation,10
2020,48215793,disgust,19
2020,48215793,fear,18
2020,48215793,joy,14
2020,48215793,sadness,21
2020,48215793,surprise,9
2020,48215793,trust,20
2020,52603794,anger,3
2020,52603794,anticipation,1
2020,52603794,disgust,3
2020,52603794,fear,4
2020,52603794,joy,2
2020,52603794,sadness,5
2020,52603794,surprise,0
2020,52603794,trust,1
2020,54760675,anger,26
2020,54760675,anticipation,24
2020,54760675,disgust,20
2020,54760675,fear,28
2020,54760675,joy,26
2020,54760675,sadness,29
2020,54760675,surprise,13
2020,54760675,trust,33
2020,55268475,anger,16
2020,55268475,anticipation,14
2020,55268475,disgust,11
2020,55268475,fear,21
2020,55268475,joy,16
2020,55268475,sadness,25
2020,55268475,surprise,9
2020,55268475,trust,25
2020,55706556,anger,8
2020,55706556,anticipation,16
2020,55706556,disgust,5
2020,55706556,fear,16
2020,55706556,joy,14
2020,55706556,sadness,17
2020,55706556,surprise,13
2020,55706556,trust,17
2020,57662223,anger,21
2020,57662223,anticipation,37
2020,57662223,disgust,18
2020,57662223,fear,23
2020,57662223,joy,36
2020,57662223,sadness,19
2020,57662223,surprise,26
2020,57662223,trust,49
2020,60335246,anger,24
2020,60335246,anticipation,38
2020,60335246,disgust,18
2020,60335246,fear,41
2020,60335246,joy,49
2020,60335246,sadness,36
2020,60335246,surprise,15
2020,60335246,trust,48
2020,61665003,anger,8
2020,61665003,anticipation,23
2020,61665003,disgust,8
2020,61665003,fear,22
2020,61665003,joy,20
2020,61665003,sadness,23
2020,61665003,surprise,14
2020,61665003,trust,23
2020,64410073,anger,7
2020,64410073,anticipation,11
2020,64410073,disgust,5
2020,64410073,fear,21
2020,64410073,joy,11
2020,64410073,sadness,12
2020,64410073,surprise,3
2020,64410073,trust,16
2020,66799847,anger,4
2020,66799847,anticipation,2
2020,66799847,disgust,1
2020,66799847,fear,3
2020,66799847,joy,1
2020,66799847,sadness,5
2020,66799847,surprise,0
2020,66799847,trust,1
2020,66802198,anger,6
2020,66802198,anticipation,3
2020,66802198,disgust,4
2020,66802198,fear,16
2020,66802198,joy,3
2020,66802198,sadness,13
2020,66802198,surprise,5
2020,66802198,trust,10
2020,70173100,anger,2
2020,70173100,anticipation,2
2020,70173100,disgust,1
2020,70173100,fear,3
2020,70173100,joy,8
2020,70173100,sadness,2
2020,70173100,surprise,3
2020,70173100,trust,6
2020,70686438,anger,3
2020,70686438,anticipation,4
2020,70686438,disgust,1
2020,70686438,fear,5
2020,70686438,joy,1
2020,70686438,sadness,3
2020,70686438,surprise,3
2020,70686438,trust,2
2020,70862605,anger,6
2020,70862605,anticipation,4
2020,70862605,disgust,7
2020,70862605,fear,11
2020,70862605,joy,1
2020,70862605,sadness,6
2020,70862605,surprise,5
2020,70862605,trust,3
2020,72759249,anger,4
2020,72759249,anticipation,6
2020,72759249,disgust,5
2020,72759249,fear,5
2020,72759249,joy,2
2020,72759249,sadness,2
2020,72759249,surprise,2
2020,72759249,trust,8
2020,7310932,anger,8
2020,7310932,anticipation,19
2020,7310932,disgust,6
2020,7310932,fear,20
2020,7310932,joy,15
2020,7310932,sadness,20
2020,7310932,surprise,5
2020,7310932,trust,23
2020,7356968,anger,21
2020,7356968,anticipation,24
2020,7356968,disgust,7
2020,7356968,fear,30
2020,7356968,joy,21
2020,7356968,sadness,25
2020,7356968,surprise,13
2020,7356968,trust,39
2020,736076,anger,14
2020,736076,anticipation,29
2020,736076,disgust,15
2020,736076,fear,26
2020,736076,joy,42
2020,736076,sadness,26
2020,736076,surprise,19
2020,736076,trust,35
2020,8099373,anger,24
2020,8099373,anticipation,32
2020,8099373,disgust,16
2020,8099373,fear,43
2020,8099373,joy,24
2020,8099373,sadness,43
2020,8099373,surprise,20
2020,8099373,trust,41
2020,854625,anger,1
2020,854625,anticipation,0
2020,854625,disgust,1
2020,854625,fear,1
2020,854625,joy,1
2020,854625,sadness,0
2020,854625,surprise,1
2020,854625,trust,1
2020,859342,anger,10
2020,859342,anticipation,14
2020,859342,disgust,7
2020,859342,fear,17
2020,859342,joy,28
2020,859342,sadness,16
2020,859342,surprise,5
2020,859342,trust,21
2020,871263,anger,0
2020,871263,anticipation,0
2020,871263,disgust,0
2020,871263,fear,0
2020,871263,joy,1
2020,871263,sadness,0
2020,871263,surprise,0
2020,871263,trust,2
2020,879718,anger,7
2020,879718,anticipation,11
2020,879718,disgust,4
2020,879718,fear,10
2020,879718,joy,9
2020,879718,sadness,8
2020,879718,surprise,6
2020,879718,trust,4
